Source,Target
F241.1,F241.1.3
F241.1,F241.1.1
D1561.1,D1561
F611,F611.3
F611,F611.2
F460.4.4,F460.4.4.1
F460.4,F460.4.1
F460.4,F460.4.2
D1414,D1414.0
B284,B284.1
D1546,D1546.1
D1337.1,D1337.1.8
D1337,D1337.2
D451.6,D451.6.1
G307,G307.2
F899.2,F899
F515.0.2,F515.0
A137.14.1,A137.14
A137.14,A137
A137,A137.4
A137,A137.3
A137,A137.1
S112,S112.0
S112,S112.2
F971.5,F971.5.2
B331,B331.1
H1129.1,H1129
H1129,H1129.10
H1129,H1129.5
D1469,D1469.13
D1469,D1469.10
F531.1.3,F531.1.3.3
P427,P427.7
P427,P427.4
P427,P427.5
P427,P427.0
C664,C664.0
Q482,Q482.2
C713.3,C713
B81.9,B81.9.5
B81.9,B81.9.1
D2163,D2163.5
D2163,D2163.2
F555.3,F555.3.0
E121,E121.6
E121,E121.5
E121,E121.7
E121,E121.1
E121,E121.4
K619,K619.1
E322.2,E322
X1731,X1731.2
P551.8,P551
P551,P551.0
G225.0.5,G225.0
G225.0,G225
G225,G225.7
K1084,K1084.1
G263.1,G263.1.5
G263.1,G263.1.0
A665.2,A665
A665.2,A665.2.1
A665.2,A665.2.0
A665,A665.3
A665,A665.0
Q552.14.0,Q552.14
H607,H607.2
V115.1.3,V115.1
N343,N343.2
A2356.3,A2356
A2356,A2356.2
A2356,A2356.1
A15.3,A15
A15,A15.1
A15,A15.4
C751.1,C751
C751,C751.7
A920,A920.1
A1101,A1101.1
A1101,A1101.2
K216.2,K216
E501.13,E501.13.3
E501.13,E501.13.1
F962.5.1,F962.5
J1442,J1442.1
A1425,A1425.0
H509.5,H509
H509,H509.4
F571.2,F571
D1711.1,D1711
D1711,D1711.7
D1711,D1711.0
D1711,D1711.11
D1711,D1711.10
D1711,D1711.6
J1741,J1741.3
E481.2.0,E481.2
T91.5,T91.5.1
J81.0,J81
D812.10,D812.10.0
D1162,D1162.2
F455.2,F455.2.5
E761.5,E761.5.5
J2136,J2136.5
J2136,J2136.6
J2136.5.6,J2136.5
A2688,A2688.1
D1812.5.2.5,D1812.5.2
D1812.5.2,D1812.5.2.2
U35.1,U35
A2378.9,A2378.9.1
T11.4.3,T11.4
K1036.1,K1036
A1689,A1689.11
D1960,D1960.1
D1960,D1960.2
A2233.1,A2233
D281.1,D281
B272,B272.2
A1423,A1423.0
D1561,D1561.2
J2413,J2413.1
J2413,J2413.4
F1041.1.2.2,F1041.1.2
B871,B871.2
A2721.2.1,A2721.2
D1766.7.1,D1766.7
B511.1,B511
B511,B511.2
B511,B511.5
F531.3.8,F531.3.8.5
D1719.1,D1719
D1719,D1719.11
D1719,D1719.10
D1719,D1719.9
T135.3,T135
P14,P14.15
P14,P14.8
A153.2,A153
A153,A153.3
C867.1,C867
C867.1,C867.1.0
T67,T67.3
J1922,J1922.2
H1342,H1342.0
G224,G224.11
G224,G224.13
Q220.1,Q220
D2071.0.1,D2071.0
K1214.1,K1214
J2136.5,J2136.5.1
F93.1,F93
F93,F93.0
E755.2.0,E755.2
E755.2,E755.2.1
E755.2,E755.2.4
D1282.1,D1282
E236.1,E236
E236,E236.4
K629.2,K629
K629,K629.1
F451.4,F451.4.3
F451.4,F451.4.5
F451.4,F451.4.4
F451.4,F451.4.2
F451.4,F451.4.1
E443,E443.2
E443,E443.0
G303.8.1.2,G303.8.1
G354.1,G354
D2125.1,D2125
D2125.1,D2125.1.1
D2125,D2125.0
J955.1,J955
J955.1,J955.1.2
D476.2.3,D476.2
A753.3,A753
A753,A753.1
F611.3.3.0,F611.3.3
F611.3.3,F611.3
F611.3,F611.3.2
F611.3,F611.3.0
V515.2,V515.2.1
B142,B142.2
D471.2,D471
D471,D471.8
D471,D471.4
E423.1.8,E423.1
E423.1,E423.1.3
E423.1,E423.1.1
F451.3.3.0,F451.3.3
F451.3.3,F451.3.3.5
D1601.4.2,D1601.4
J622.1,J622
F771.2.4,F771.2
F771.2,F771.2.6
F771.2,F771.2.1
D2061.2.2.5,D2061.2.2
D2061.2.2,D2061.2.2.4
D2061.2.2,D2061.2.2.8
A705,A705.1
F756,F756.5
F756,F756.2
Q45.1,Q45
Q45,Q45.3
K897.2,K897
J1171.1,J1171
J1171,J1171.3
K606.1,K606.1.2
J1812.5,J1812
J1812,J1812.4
K1317.1,K1317
K1317,K1317.6
K1317,K1317.2
F365.0,F365
F455.3.3,F455.3
G265.8,G265.8.3
G265.8,G265.8.4
F112.0.1,F112.0
F112.0,F112
A1337.0.1,A1337.0
A1337.0,A1337
F378.0,F378
F535.5.1,F535.5
K1886.2,K1886
K1886,K1886.1
K1886,K1886.3
K1886,K1886.7
D1714,D1714.1
D422.3,D422
D422,D422.1
D422,D422.2
A857.3,A857
D1841.5,D1841.5.1
G241.1,G241.1.4
J1174,J1174.2
F222.1,F222
B33,B33.1
F242.1,F242
F242,F242.2
A1135.1,A1135
A1135,A1135.2
Q171,Q171.1
J1851.1,J1851
J1851,J1851.3
F964.0,F964
F964,F964.3
R111.1,R111.1.13
W11,W11.12
W11,W11.4
W11,W11.7
W11,W11.5
W11,W11.2
D1812.0.2,D1812.0
D1812.0,D1812
D1812.0,D1812.0.1
D1812,D1812.1
D1812,D1812.4
D1812,D1812.2
D1812,D1812.6
D1419,D1419.1
D1419,D1419.3
D1419,D1419.2
F512,F512.2
F525.1,F525
F525,F525.3
K1952.1,K1952
K1952,K1952.0
K1952,K1952.4
B291.3.2,B291.3
B291.3,B291
B291,B291.4
B291,B291.0
B291,B291.1
H1381.3.1.2,H1381.3.1
P16.3.0,P16.3
P16.3,P16.3.1
N2.3.2,N2.3
K607.2,K607
K607,K607.3
F1098,F1098.0
T137,T137.2
B312.4,B312
F960.2,F960.2.5
F960.2,F960.2.6
K476.4,K476
K476,K476.2
K476,K476.1
K476,K476.3
N134.1,N134
B184.2.1,B184.2.1.1
A1614.4.1,A1614.4
E539.4,E539
T255.4,T255
D477,D477.0
D477,D477.1
B103.4.2,B103.4
B103.4,B103.4.1
E162.0,E162
A972,A972.3
A972,A972.5
A972,A972.1
A972,A972.2
F531.6.8.4,F531.6.8
F531.6.8,F531.6.8.5
F531.6.8,F531.6.8.3
J411.9,J411
J411,J411.3
H221,H221.1
H221,H221.2
D451.1.0,D451.1
F610.3.4.2,F610.3.4
A2442,A2442.2
A2442,A2442.1
E291.2,E291
D1816.2,D1816
D1816,D1816.4
D1816,D1816.5
D480,D480.0
Q244.0,Q244
B19.4,B19
B19,B19.2
B19,B19.3
B19,B19.6
B771.0,B771
B771,B771.2
A111,A111.3
Z39.4,Z39
Z39,Z39.1
E265.1,E265
A164,A164.3
A164,A164.1
Q523,Q523.1
H38,H38.2
C755,C755.6
W152.14,W152
W152,W152.13
W152,W152.12
A52.2,A52
A52,A52.1
A52,A52.0
V1.6.3,V1.6
V1.6.3,V1.6.3.1
V1.6,V1.6.2
V1.6,V1.6.4
V1.6,V1.6.1
B874,B874.3
F960.1.2,F960.1
F960.1.2,F960.1.2.1
F960.1,F960.1.1
A445,A445.0
D631.3,D631
D631.3,D631.3.1
D631,D631.4
D631,D631.2
D631,D631.1
K1817.4,K1817.4.1
V12.4.4.1,V12.4.4
V12.4.4,V12.4
V12.4,V12
V12.4,V12.4.3
V12.4,V12.4.0
D1654.3.1,D1654.3
A116,A116.2
F360.0,F360
M151,M151.2
M151,M151.5
B491.4,B491
A625.2,A625
F548.0,F548
F548,F548.1
T51.1,T51
T51,T51.3
F162.0,F162.0.1
J1959.1,J1959
S11.3.3,S11.3
D1645,D1645.8
B251.2.7,B251.2
B251.2,B251
B251.2,B251.2.10
B251.2,B251.2.6
B251,B251.1
B251,B251.7
B251,B251.4
B251,B251.3
B251,B251.8
F405.7,F405
F405,F405.5
B292.4,B292.4.1
D1810.8,D1810.8.3
D1810.8,D1810.8.2
D1313.1,D1313
D1313,D1313.5
G303.11,G303.11.5
G303.11,G303.11.3
G303.11,G303.11.2
G303.11,G303.11.4
G303.11,G303.11.1
G265.8.3.1,G265.8.3
B103.1.2,B103.1
F150.2,F150
F150,F150.3
Q113.0,Q113
K11.0,K11
F455.5,F455.5.4
D682,D682.4
D152,D152.4
D152,D152.1
P19.2,P19
P19,P19.4
D1332,D1332.1
Q551.3.3,Q551.3
A2335.3,A2335
A2335,A2335.4
A2335,A2335.2
A1432.1,A1432
A1432,A1432.2
F451.4.3,F451.4.3.1
V211.2.1,V211.2.1.2
A2365.2.1,A2365.2
A2365.2,A2365
A2365.2,A2365.2.0
A2365,A2365.1
D1359.3,D1359
D1359.3,D1359.3.1
D1359,D1359.2
D1359,D1359.1
G302.3.0,G302.3
F1034.3,F1034
F1034,F1034.2
F1034,F1034.5
E585.3,E585
K231.6,K231.6.2
J1563,J1563.5
F329,F329.4
E80.4,E80
E80,E80.1
A1487,A1487.1
F451.9,F451.9.2
F451.9,F451.9.1
A527.3.1,A527.3
A527.3,A527
A527,A527.1
J1193,J1193.2
B541.4,B541
B541,B541.1
K1853.2,K1853
K2351,K2351.6
K2351,K2351.1
K2351,K2351.5
K2351,K2351.2
J321.1,J321
F66,F66.1
C614.1,C614
C614.1,C614.1.0
F456.2,F456
F456,F456.4
F456,F456.3
L124.1,L124
D192.0,D192
H592,H592.1
F101.3,F101
F101,F101.6
P525,P525.0
A487.0,A487
C549.1,C549
F420.4,F420.4.1
F420.4,F420.4.6
C57,C57.1
E401.0,E401
D2072.0.2.1,D2072.0.2
D2072.0.2,D2072.0.2.2
K553.2,K553
K553,K553.0
K1514.17,K1514
K1514,K1514.4
F1021,F1021.2
B192,B192.0
Q551.3,Q551.3.5
Q551.3,Q551.3.2
F262,F262.3
F262,F262.10
D2031.4,D2031
D2031,D2031.0
D2031,D2031.1
D2031,D2031.6
F771.1,F771.1.5
F771.1,F771.1.6
F771.1,F771.1.1
D1445.6,D1445
D2149.1,D2149
D2149,D2149.4
D683,D683.7
K2351.6,K2351.6.1
E222,E222.0
A142,A142.0
F735,F735.0
H36.2,H36
N4,N4.0
D1546.1,D1546.1.2
B184.2.0,B184.2.0.1
H93.0,H93
D1791.1,D1791
D1791,D1791.2
Z71.4,Z71.4.0
J217.0,J217
J217.0,J217.0.1
D1338.3.3,D1338.3
A2272.1,A2272
A433.1,A433
A220,A220.0
A778.0,A778
A778,A778.2
A778,A778.1
Z71.5.6,Z71.5
Z71.5,Z71.5.0
A930.1,A930
A1881,A1881.0
F544.2,F544.2.2
G303.4.1.6,G303.4.1
G303.4.1,G303.4.1.5
G303.4.1,G303.4.1.8
G303.4.1,G303.4.1.2
G303.4.1,G303.4.1.3
G303.4.1,G303.4.1.4
G303.4.1,G303.4.1.7
C92.1.0,C92.1
C92.1,C92
A2233,A2233.4
F93.0.1,F93.0
F93.0,F93.0.2
J1552.1.1,J1552.1
J1552.1,J1552
T91.6.2.0,T91.6.2
R75,R75.2
D1368,D1368.1
D1012,D1012.1
R212.1,R212
C851,C851.1
J1769,J1769.2
P443.0,P443
A2343,A2343.1
A2343,A2343.2
A2343,A2343.3
X459.1,X459
D1358,D1358.1
K341.7,K341.7.0
C871.0,C871
B53,B53.0
B143.0.8,B143.0
J1791.6.0,J1791.6
V222.1,V222.1.0
B176.1,B176
Z71.3.0,Z71.3
D194,D194.0
D113.2,D113
D113,D113.4
K1817.4.1.1,K1817.4.1
B524.1,B524.1.5
B524.1,B524.1.4
A2322,A2322.4
V356.2,V356
P411.1,P411
J211,J211.2
F883.2,F883
F883,F883.1
G265.4,G265.4.0
E431.0,E431
E431,E431.7
E431,E431.10
E431,E431.9
E431,E431.16
A1981.0,A1981
D1322.1,D1322
A964.2,A964
E415.1,E415
M205.0,M205
M205,M205.1
B101.8,B101
B101,B101.2
B101,B101.1
B101,B101.4
D2087,D2087.3
D1813.0,D1813
D1813.0,D1813.0.3
D1813,D1813.1
D1563.0,D1563
D1563,D1563.2
D1563,D1563.1
T117,T117.5
H1103.2,H1103
H1103,H1103.1
Q450,Q450.1
K1550,K1550.1
J2172.2,J2172
P447.0,P447
J1261.1,J1261
J1261,J1261.2
A425.1,A425
A425,A425.0
A2494.12,A2494.12.3
D1316,D1316.4
T136,T136.3
T136,T136.4
J1759.4,J1759
D1379.1,D1379
M369.2,M369.2.1
B123,B123.1
J1062,J1062.2
F931.9,F931.9.2
M261.1,M261
Q591.2,Q591
Q591,Q591.1
X1233.4,X1233
X1233,X1233.1
X1233,X1233.2
F420.3,F420.3.4
F420.3,F420.3.2
J2119.2,J2119
J2119,J2119.1
A661.0.1.1,A661.0.1
A2376.1,A2376
A1580,A1580.1
A814.10,A814
H412.7,H412
H412,H412.4
A2423.2,A2423
A2423,A2423.1
E422.1.1,E422.1.1.3
P293.2,P293
D117,D117.3
V112,V112.0
T481.2,T481
A2631.1,A2631
F420.5.2,F420.5.2.1
F420.5.2,F420.5.2.6
F420.5.2,F420.5.2.7
A1464.2,A1464
A1464,A1464.1
H1574,H1574.0
H1574,H1574.3
J1211,J1211.2
A972.3.1,A972.3
A2320.3,A2320
A2320,A2320.1
D1841.2.2,D1841.2
A1241,A1241.4
A192.2,A192.2.1
B877.1,B877
H691,H691.2
C221.3,C221.3.4
N731,N731.2
N731,N731.1
T645,T645.2
D1620.1.5,D1620.1
D1620.1,D1620.1.6
A2281.1,A2281
A2378.8,A2378.8.1
B17.1,B17.1.2
B17.1,B17.1.4
N774,N774.3
T543.6,T543
T543,T543.2
T543,T543.3
T543,T543.0
B483,B483.1
A871,A871.0
G303.17.1,G303.17
G303.17,G303.17.3
G303.17,G303.17.2
F302.3,F302.3.4
F302.3,F302.3.2
F302.3,F302.3.3
F302.3,F302.3.1
F302.3,F302.3.0
K343,K343.1
K343,K343.2
K343,K343.0
H384,H384.0
A2494.4.0,A2494.4
W151,W151.2
W151,W151.0
F132.1,F132
F132,F132.0
A2221.2,A2221.2.4
A1281,A1281.6
A1281,A1281.2
D2146.1,D2146
D2146.1,D2146.1.1
D2146,D2146.2
K1813,K1813.1
S261.0,S261
K407.2,K407
A128.3,A128
A128,A128.2
A128,A128.5
K711.0,K711
K711,K711.2
A2489.1,A2489
F531.1.0,F531.1.0.1
D1500.1.33.1,D1500.1.33
D1500.1.33,D1500.1.33.3
F911.4,F911.4.1
G263.4,G263.4.0
F231.2,F231
F231,F231.1
F663.0,F663
F873.0,F873
D1827,D1827.1
D2088,D2088.0
F531.1.2,F531.1.2.0
F531.1.2,F531.1.2.2
F451.1.1,F451.1
F451.1,F451.1.5
G361.1.1,G361.1
G361.1,G361
E501.4.1,E501.4
E501.4,E501.4.3
E501.4,E501.4.0
E501.4,E501.4.2
A430.1,A430
A430,A430.0
F516.1,F516
F516,F516.2
A941.4,A941
A941.4,A941.4.2
A941,A941.0
A941,A941.7
A941,A941.3
A941,A941.5
A941,A941.1
K3.2,K3
H41,H41.9
W154.5,W154.5.1
F366.2,F366
F366,F366.1
E752.1,E752.1.2
B29.4,B29
B29.4,B29.4.1
B29,B29.2
A1082.2,A1082
A1082,A1082.3
D1311.6.0,D1311.6
H916.1,H916
F841.1,F841.1.4
F841.1,F841.1.10
K1213.1,K1213
C961,C961.3
A1427,A1427.0
A171.0,A171
A171.0,A171.0.3
A171,A171.1
E431.7,E431.7.2
T552.5,T552
T552,T552.2
Z141,Z141.2
A2431.2,A2431
A2431.2,A2431.2.1
A2431,A2431.3
V246,V246.0
F271.0,F271
F271,F271.4
F271,F271.2
F531.4,F531.4.7
F531.4,F531.4.11
F531.4,F531.4.5
T579,T579.3
T579,T579.8
B275.1.3,B275.1
B275.1,B275
F460.4.1.2,F460.4.1
E501.7.6,E501.7
T211.2,T211.2.1
K1961.1,K1961.1.5
K1961.1,K1961.1.2
B365,B365.2
B365,B365.0
A1875.0,A1875
A1346,A1346.2
V311,V311.0
D1331.2,D1331
D1331.2,D1331.2.2
D1331,D1331.1
D1331,D1331.4
D1331,D1331.3
E15,E15.0
J1263.4,J1263
J1263,J1263.1
J1263,J1263.2
G275.3,G275.3.0
D2082.0,D2082
R161,R161.0
E402.2,E402
E402,E402.1
A287.0,A287
T573,T573.0
U66.1,U66
D871.1,D871
B547,B547.2
F661,F661.3
F661,F661.9
F661,F661.5
F661,F661.8
F661,F661.7
A2231.7,A2231
A2231,A2231.3
A2231,A2231.2
F1083.0.1,F1083.0
F1083.0,F1083
F312,F312.1
F551.1.2,F551.1
F551.1,F551
A1465,A1465.3
B542.1,B542
B542,B542.2
F441.2.3,F441.2.3.1
J951.4,J951
A285.0,A285
T161.0,T161
Q433.1,Q433
D1065.1,D1065
T258.1,T258
B211.1.1.1,B211.1.1
M177.1,M177
F736.1,F736
T585,T585.5
T585,T585.1
T585,T585.2
K1311.0,K1311
D1447.2,D1447
L212,L212.3
G519.1,G519
F471.2.0,F471.2
A2751.2,A2751
A2751,A2751.3
A2751,A2751.4
A2033,A2033.0
Q112.0,Q112.0.1
K1023.1,K1023
M363,M363.2
M363,M363.1
F162.1.3,F162.1
F162.1,F162.1.2
F721,F721.5
F721,F721.2
F721,F721.3
F725.5,F725
F725,F725.3
A1542.2,A1542
J482,J482.2
J482,J482.1
Z71.16.11,Z71.16
Z71.16,Z71.16.2
Z71.16,Z71.16.1
Z71.16,Z71.16.14
K2214.2,K2214
K2214,K2214.3
K2214,K2214.1
F481.0.1,F481.0.1.2
K2220,K2220.0
T315.2,T315
T315.2,T315.2.2
N338.3,N338
C315.2,C315.2.2
H31,H31.7
K361.1,K361
D2163.5.2,D2163.5
A701.0,A701
A2275.5,A2275
A2275,A2275.4
D1402.0.2,D1402.0
D1402.0,D1402.0.1
U11.1,U11.1.1
F531.4.7,F531.4.7.1
D1383.4,D1383
F412.1,F412
D1551,D1551.7
D1551,D1551.0
A431,A431.1
M314,M314.0
G220.0,G220
K952.2,K952
K952,K952.1
D1533,D1533.2
D1533,D1533.1
N275,N275.5
D1415.2,D1415
D1415.2,D1415.2.6
E501.11.2,E501.11
E501.11,E501.11.3
E501.11,E501.11.1
A751.5.2,A751.5
D1503.12,D1503
D1503,D1503.7
D1503,D1503.14
D1503,D1503.10
D1503,D1503.3
R121.6,R121
K1887,K1887.3
A2473.1,A2473
E434,E434.8
E334.2,E334
E605.7,E605
E605,E605.2
E605,E605.1
Q150,Q150.1
A651.1,A651.1.0
A651.1,A651.1.6
A651.1,A651.1.1
A651.1,A651.1.8
A841.0,A841
F1041.1.3,F1041.1.3.10
Q145.1,Q145
Q145,Q145.0
B31.6.2,B31.6
T589.7,T589
T589,T589.6
D1335.2,D1335
D1335,D1335.1
P19.4,P19.4.0
Q466.0,Q466
D1645.8.1,D1645.8
F834.1,F834
V33,V33.1
B177,B177.1
F491,F491.3
F959.3.4,F959.3
F959.3,F959
F959,F959.2
F959,F959.6
F959,F959.1
M414.13,M414
M414,M414.8
A875.1,A875
T581.2,T581
M311.0,M311
M311.0,M311.0.2
M311.0,M311.0.3
E754.1.1,E754.1
D1022,D1022.0
A196.2,A196
A2427.2,A2427
P426,P426.0
P426,P426.1
P426,P426.3
D114.3.2,D114.3
A1331.2,A1331
A1331,A1331.1
F842.2.1,F842.2
F842.2,F842
F842.2,F842.2.3
F842,F842.1
J1392.2,J1392
D1810.0.8,D1810.0
D1810.0,D1810.0.3
D1810.0,D1810.0.2
D723,D723.2
A1275,A1275.1
F716.1,F716
H152,H152.1
A724.1.0,A724.1
A724.1,A724
B241.2.8,B241.2
B241.2,B241
D1341.0,D1341
V221.4.0.1,V221.4.0
V221.4.0,V221.4
N848.0,N848
D719,D719.1
D199.2,D199
W111.2,W111.2.0
A977,A977.5
A977,A977.3
A977,A977.2
E443.2.1,E443.2
E443.2,E443.2.4
F301,F301.1
F301,F301.2
D1071.0,D1071
X1242.0,X1242
X1242.0,X1242.0.1
X943.1,X943
D811.2,D811
F872.3,F872
F872,F872.5
H602.1,H602
K1969.4,K1969
K1969,K1969.3
D1252.1,D1252
S260.1,S260
D1810.8.3,D1810.8.3.1
A282,A282.0
D419.1,D419
B551,B551.1
B551,B551.2
F636.4,F636
N365.1,N365
N365,N365.3
N365,N365.2
A106,A106.1
A106,A106.0
V241.2,V241
V241,V241.4
V241,V241.1
F531.6.7.2,F531.6.7
F531.6.7,F531.6.7.1
G303.3.6.3,G303.3.6
Q552.3,Q552.3.0
Q552.3,Q552.3.1
Q478,Q478.5
Q478,Q478.1
Q415.0,Q415
Q415,Q415.7
Q415,Q415.1
Q415,Q415.3
Q451.4,Q451.4.8
M202.0,M202
D1454.1.1,D1454.1
R9.1,R9
B268.2,B268
B268,B268.7
B268,B268.8
B268,B268.5
D1663.1,D1663
G262.0.1,G262.0
A738.2,A738
A738,A738.1
F691,F691.0
E234.0,E234
T24.2,T24
E581.2,E581
E581,E581.4
H1594,H1594.0
D915,D915.4
A878.1,A878
A878,A878.3
W155.1,W155
F166.0,F166
F166,F166.1
F166,F166.4
F166,F166.3
A1724,A1724.1
E32.0,E32
D1652.5.4,D1652.5
F839.2.1,F839.2
E64.3,E64
E64,E64.1
E64,E64.7
E64,E64.8
E64,E64.5
E64,E64.4
E64,E64.16
A1556.3,A1556
B121,B121.1
X1737,X1737.1
D2151.2,D2151.2.3
D2151.2,D2151.2.5
D2151.2,D2151.2.1
A157.1,A157
A1433,A1433.2
A1433,A1433.0
E785.1,E785
F451.3.2.1,F451.3.2
D1386,D1386.2
A2755.2,A2755
A2755,A2755.4
A2755,A2755.3
A483.0,A483
A920.1.5,A920.1
A920.1,A920.1.8
A920.1,A920.1.0
A920.1,A920.1.7
V465.1.2,V465.1
V465.1,V465.1.1
J1263.1.3,J1263.1
Z71.2.0,Z71.2
F556.1,F556
B604.2,B604
P253,P253.0
F961.1.3,F961.1
F961.1,F961.1.2
F961.1,F961.1.5
P427.7.9,P427.7
P427.7,P427.7.2
F169,F169.1
F169,F169.7
B282.4,B282
B282,B282.2
B282,B282.3
B282,B282.22
D1563.2.2,D1563.2
B263,B263.5
E783.2,E783
J163,J163.2
F233.1,F233
F233,F233.5
F233,F233.3
V221.0.1,V221.0
V221.0,V221.0.2
F420.3.2,F420.3.2.1
V68,V68.4
F141.1,F141
F141,F141.2
F141,F141.0
A473.0,A473
A473,A473.1
D1093,D1093.1
F451.4.4.3,F451.4.4
F394,F394.1
J125,J125.2
B81.13,B81.13.11
C311.1.8,C311.1
C311.1,C311.1.1
H596,H596.1
D2122,D2122.0
B182.1.0,B182.1
B182.1.0,B182.1.0.1
B182.1,B182
B182.1,B182.1.3
D477.0,D477.0.1
A531.4,A531
A531,A531.1
D151.2,D151
D1655.1,D1655
D429.2.2,D429.2
D429.2,D429
W37.0,W37
D1840,D1840.1
D1840,D1840.2
V462.5,V462.5.1
V462.5,V462.5.0
V462.5,V462.5.2
F564,F564.3
J1151.1,J1151
A2493.11.3,A2493.11
T71.2,T71
F782.1,F782
H1567.1,H1567
A163,A163.1
A1599.11,A1599
P233.2,P233
P233,P233.3
E64.1.1,E64.1
F531.6.17.2,F531.6.17
F774,F774.2
F774,F774.1
F662.0,F662.0.1
V35,V35.1
K432.1,K432
D921,D921.3
J462.3,J462
D1602.12,D1602
D1602,D1602.2
D1602,D1602.8
D1602,D1602.17
D1602,D1602.6
X372,X372.4
H38.2.4,H38.2
E586,E586.0
F304,F304.4
X909.1,X909
D1441.1.3,D1441.1
A185.6.1,A185.6
A1012,A1012.1
A1012,A1012.2
A1012,A1012.3
H57.0,H57
H57,H57.2
D815,D815.7
F612,F612.3
F386.1,F386
V511,V511.1
V511,V511.2
G303.5.1,G303.5
G303.5,G303.5.2
T411.1,T411
T411,T411.2
E524,E524.2
C984,C984.4
K346.1,K346
H587,H587.0
J817.2,J817
A2434,A2434.1
A2434,A2434.2
A2434,A2434.3
D1500.1.10.2,D1500.1.10
T254,T254.6
D1565,D1565.1
D1331.1.5,D1331.1
F664.1,F664
F983.0,F983
D1346,D1346.8
D1346,D1346.6
D1346,D1346.1
D1346,D1346.3
P552,P552.3
H1562.1,H1562
H1562,H1562.2
D1542.3,D1542
D1542,D1542.1
D1542,D1542.2
F930,F930.1
K523.0,K523
K523.0,K523.0.1
E412.3,E412
E412.3,E412.3.2
E412,E412.2
D452.1.6,D452.1
E721.1.2.3,E721.1.2
E721.1.2,E721.1
P170,P170.0
F211.1,F211.1.1
B562,B562.1
D1840.1.2,D1840.1
F571,F571.3
P170.0,P170.0.1
A1174.3,A1174
D935.0,D935
F866.7.2,F866.7
T85,T85.4
H411.4,H411
H411,H411.9
H411,H411.11
A133,A133.2
A1429.3,A1429
H540,H540.3
D1382.1,D1382.1.0
D182,D182.1
B147.2.1,B147.2
B147.2,B147.2.2
D1821.3,D1821.3.5
D1821.3,D1821.3.7
A1683,A1683.1
A1683,A1683.4
H1574.3,H1574.3.0
G512.1,G512.1.2
F302.3.4.1,F302.3.4
F302.3.4,F302.3.4.2
A42.1,A42
C761.4,C761
G265.6,G265.6.4
G265.6,G265.6.1
G265.6,G265.6.2
J1811,J1811.4
J1811,J1811.1
S123,S123.0
A474.1,A474
E761.1.5,E761.1
E761.1,E761.1.7
E761.1,E761.1.3
H588.0,H588
F961.2,F961.2.5
A1141.7,A1141
F243.3,F243
F243,F243.0
P555,P555.2
H1154.3.7,H1154.3
H1154.3,H1154.3.3
V1.8.1,V1.8
D1465,D1465.1
M358,M358.1
B172,B172.10
B172,B172.2
A753.1,A753.1.4
H939,H939.4
C901.1.3,C901.1
F379,F379.2
F379,F379.1
A1426.2,A1426
G249,G249.10
D859.2,D859
D859,D859.4
D1300.3,D1300
K2369.12,K2369
K2369,K2369.2
A493,A493.0
D1841.4.3,D1841.4
K812.1,K812
K831.1,K831
N815.0.2,N815.0
P17.0,P17.0.2
T16,T16.0
E610,E610.1
D1408.1,D1408
V242,V242.2
A33,A33.3
A33,A33.1
A33,A33.4
A754.1,A754
D1402.13.2,D1402.13
K455,K455.8
D523.1,D523
F950,F950.2
B294,B294.2
A1445.2,A1445
K1.1,K1
F961.1.5,F961.1.5.3
A511.2.1,A511.2
A511.2,A511.2.2
B251.1,B251.1.2
D2176.3.3,D2176.3.3.0
A1555.1,A1555
H1219,H1219.1
Q416.0.2,Q416.0
P555.2,P555.2.1
A2411.1.2.1,A2411.1.2
F711,F711.2
F711,F711.4
F711,F711.3
D1820.1,D1820
A1650.3,A1650
G303.6.2.9,G303.6.2
G303.6.2,G303.6.2.15
E446,E446.2
E446,E446.3
A1714.3,A1714
A2426.4,A2426.4.1
Q285,Q285.1
N691,N691.1
A111.3.0,A111.3
D1814.1,D1814
K1911.1,K1911.1.5
K1911.1,K1911.1.8
D2106.1,D2106.1.1
B481.3,B481
V229.2.12,V229.2
V229.2,V229.2.3
V229.2,V229.2.6
V229.2,V229.2.11
E332.3.3,E332.3
E332.3,E332
F259,F259.1
H383.4,H383
H383,H383.1
H383,H383.2
E402.1,E402.1.1
E402.1,E402.1.3
B878.1,B878
F339,F339.3
C752,C752.2
C752,C752.1
M431.4,M431
H248.2,H248
D1273.1.1,D1273.1
D1273.1,D1273.1.2
D1273.1,D1273.1.7
D1273.1,D1273.1.3
H1596,H1596.0
A2236.2,A2236
K42,K42.0
G219.8,G219
D469,D469.1
F1088,F1088.3
B551.1,B551.1.0
K236,K236.3
B483.1.0,B483.1
C495.2.2,C495.2
C495.2,C495
A2431.3.8,A2431.3
A2431.3,A2431.3.7
A2431.3,A2431.3.6
A2431.3,A2431.3.5
A1263.1,A1263
A1127,A1127.1
R151.1,R151
A671.2.1,A671.2
A671.2,A671.2.4
A671.2,A671.2.2
M345,M345.1
E181,E181.1
G221,G221.1
G221,G221.3
D423.1,D423
D1121,D1121.0
K1825.1.1,K1825.1
Q455.2,Q455.2.1
H541,H541.2
T311.0,T311
T311,T311.2
D1356,D1356.1
T572,T572.2
G211.1,G211.1.1
N391.0,N391
B646,B646.1
F531.6.2.0,F531.6.2
